SEB,4007.52002
ALX,424.929993
Y,609.190002
AZO,798.48999
BH,480.470001
CABO,623.109985
ELC,26300.0
GHC,524.200012
MKL,903.580017
MTD,420.320007
NEU,427.660004
NVR,1680.0
GOOG,782.789978
AMZN,765.150024
GOOGL,802.880005
ATRI,508.049988
SAB,197000.0
WTM,837.099976
HBANP,1399.72998
ISRG,636.549988
PCLN,1480.160034
